source_group,listing_url,product_url,product_title,species,brand_family,source_tier,source_type,market,status,product_scope,notes
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-puppy-medium-optistart-chicken,PRO PLAN® MEDIUM PUPPY Healthy Start Κοτόπουλο,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-supplements-mobility-plus,PRO PLAN® Mobility+ Συμπλήρωμα Διατροφής για Σκύλους σε Σκόνη,dog,Purina Pro Plan,official,official_product_page,GR,defer_not_complete_food,defer_supplement_or_treat,"Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-supplements-multivitamins-plus,PRO PLAN® Multivitamins+ Συμπλήρωμα Διατροφής για Σκύλους σε Δισκία,dog,Purina Pro Plan,official,official_product_page,GR,defer_not_complete_food,defer_supplement_or_treat,"Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-supplements-natural-defences-plus,PRO PLAN® Natural Defences+ Συμπλήρωμα Διατροφής για Σκύλους σε Δισκία,dog,Purina Pro Plan,official,official_product_page,GR,defer_not_complete_food,defer_supplement_or_treat,"Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-small-and-medium-starter-ckicken,PRO PLAN® Small&Medium Starter Κοτόπουλο,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-senior-small-age-defence-chicken,PRO PLAN® SMALL&MINI ADULT Age Defence 9+ Κοτόπουλο,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-dry-food-small-chicken,PRO PLAN® SMALL&MINI ADULT Everyday Nutrition Κοτόπουλο,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-dry-adult-small-light-sterilised-chicken,PRO PLAN® SMALL&MINI ADULT LIGHT/STERILISED Κοτόπουλο,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-adult-small-sensitive-digestion-lamb,PRO PLAN® SMALL&MINI ADULT Sensitive Digestion Αρνί,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-adult-small-sensitive-skin-salmon,PRO PLAN® SMALL&MINI ADULT Sensitive skin Σολομός,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-puppy-small-healthy-start-chicken,PRO PLAN® SMALL&MINI PUPPY Healthy Start Κοτόπουλο,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-dry-puppy-small-sensitive-skin-salmon,PRO PLAN® SMALL&MINI PUPPY Sensitive skin Σολομός,dog,Purina Pro Plan,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-dermatosis-dry,PRO PLAN® VETERINARY DIETS CANINE DRM DERMATOSISTM Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-gastrointestinal-dry,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Σολομός,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-gastrointestinal-wet,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Dog Mούς,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hypoallergenic-dry,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hypoallergenic-wet,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog Mούς,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hepatic-dry,PRO PLAN® VETERINARY DIETS CANINE HP HEPATIC Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-joint-mobility-dry,PRO PLAN® VETERINARY DIETS CANINE JM Joint Mobility Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-neurocare-dry,PRO PLAN® VETERINARY DIETS CANINE NC NEUROCARE Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-renal-function-dry,PRO PLAN® VETERINARY DIETS CANINE NF RENAL FUNCTION Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-obesity-management-dry,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-obesity-management-wet,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog Mούς,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,ready_for_manual_food_match,complete_food_candidate,Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
pro plan vet diets dog,https://www.purina.gr/dog/dog-food?brand%5B271%5D=271&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-fortiflora-supplement,PRO PLAN® VETERINARY DIETS FORTIFLORA Canine Διατροφικό συμπλήρωμα,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,defer_not_complete_food,defer_supplement_or_treat,"Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
pro plan dog,https://www.purina.gr/dog/dog-food?brand%5B221%5D=221&nppe_cbd_preferred=,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-fortiflora-chews-supplement,PRO PLAN® VETERINARY DIETS FORTIFLORA Canine CHEWS Διατροφικό συμπλήρωμα,dog,Purina Pro Plan Veterinary Diets,official,official_product_page,GR,defer_not_complete_food,defer_supplement_or_treat,"Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
