brand,species,formula_name_guess,source_group,product_url,product_title,recommended_action,notes
Purina Pro Plan,dog,PRO PLAN® Mobility+ Συμπλήρωμα Διατροφής για Σκύλους σε Σκόνη,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-supplements-mobility-plus,PRO PLAN® Mobility+ Συμπλήρωμα Διατροφής για Σκύλους σε Σκόνη,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.","Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
Purina Pro Plan,dog,PRO PLAN® Multivitamins+ Συμπλήρωμα Διατροφής για Σκύλους σε Δισκία,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-supplements-multivitamins-plus,PRO PLAN® Multivitamins+ Συμπλήρωμα Διατροφής για Σκύλους σε Δισκία,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.","Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
Purina Pro Plan,dog,PRO PLAN® Natural Defences+ Συμπλήρωμα Διατροφής για Σκύλους σε Δισκία,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-supplements-natural-defences-plus,PRO PLAN® Natural Defences+ Συμπλήρωμα Διατροφής για Σκύλους σε Δισκία,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.","Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
Purina Pro Plan,dog,PRO PLAN® Small&Medium Starter Κοτόπουλο,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-small-and-medium-starter-ckicken,PRO PLAN® Small&Medium Starter Κοτόπουλο,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI ADULT Age Defence 9+ Κοτόπουλο,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-senior-small-age-defence-chicken,PRO PLAN® SMALL&MINI ADULT Age Defence 9+ Κοτόπουλο,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI ADULT Everyday Nutrition Κοτόπουλο,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-dry-food-small-chicken,PRO PLAN® SMALL&MINI ADULT Everyday Nutrition Κοτόπουλο,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI ADULT LIGHT/STERILISED Κοτόπουλο,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-dry-adult-small-light-sterilised-chicken,PRO PLAN® SMALL&MINI ADULT LIGHT/STERILISED Κοτόπουλο,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI ADULT Sensitive Digestion Αρνί,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-adult-small-sensitive-digestion-lamb,PRO PLAN® SMALL&MINI ADULT Sensitive Digestion Αρνί,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI ADULT Sensitive skin Σολομός,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-adult-small-sensitive-skin-salmon,PRO PLAN® SMALL&MINI ADULT Sensitive skin Σολομός,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI PUPPY Healthy Start Κοτόπουλο,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-puppy-small-healthy-start-chicken,PRO PLAN® SMALL&MINI PUPPY Healthy Start Κοτόπουλο,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan,dog,PRO PLAN® SMALL&MINI PUPPY Sensitive skin Σολομός,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-dry-puppy-small-sensitive-skin-salmon,PRO PLAN® SMALL&MINI PUPPY Sensitive skin Σολομός,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE DRM DERMATOSISTM Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-dermatosis-dry,PRO PLAN® VETERINARY DIETS CANINE DRM DERMATOSISTM Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Σολομός,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-gastrointestinal-dry,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Σολομός,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Dog Mούς,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-gastrointestinal-wet,PRO PLAN® VETERINARY DIETS CANINE EN GASTROINTESTINAL Dog Mούς,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hypoallergenic-dry,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog Mούς,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hypoallergenic-wet,PRO PLAN® VETERINARY DIETS CANINE HA Hypoallergenic Dog Mούς,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE HP HEPATIC Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-hepatic-dry,PRO PLAN® VETERINARY DIETS CANINE HP HEPATIC Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE JM Joint Mobility Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-joint-mobility-dry,PRO PLAN® VETERINARY DIETS CANINE JM Joint Mobility Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE NC NEUROCARE Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-neurocare-dry,PRO PLAN® VETERINARY DIETS CANINE NC NEUROCARE Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE NF RENAL FUNCTION Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-renal-function-dry,PRO PLAN® VETERINARY DIETS CANINE NF RENAL FUNCTION Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-obesity-management-dry,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog Mούς,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-obesity-management-wet,PRO PLAN® VETERINARY DIETS CANINE OM OBESITY MANAGEMENT Dog Mούς,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.",Official Purina Greece product page discovered from user-supplied official listing URL; use to backfill data_source_url and verify nutrients before import.
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS FORTIFLORA Canine Διατροφικό συμπλήρωμα,pro plan vet diets dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-fortiflora-supplement,PRO PLAN® VETERINARY DIETS FORTIFLORA Canine Διατροφικό συμπλήρωμα,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.","Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
Purina Pro Plan Veterinary Diets,dog,PRO PLAN® VETERINARY DIETS FORTIFLORA Canine CHEWS Διατροφικό συμπλήρωμα,pro plan dog,https://www.purina.gr/dog/dog-food/product-proplan-veterinary-diets-fortiflora-chews-supplement,PRO PLAN® VETERINARY DIETS FORTIFLORA Canine CHEWS Διατροφικό συμπλήρωμα,"Match against existing Purina Food V2 rows, then use this official URL as provenance for nutrition/ingredients backfill.","Official Purina Greece product page discovered, but product appears to be a supplement/treat and should not be mixed into complete-food import."
