formula_key,brand,formula_name,species,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
country-farms-country-farms-grain-free-adult-dog-chicken-dog-dry-gr-spreadsheet,Country Farms,Country Farms Grain Free Adult Dog με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-pacifica-dog-dry-gr-spreadsheet,Acana,Acana Adult Pacifica,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-adult-duck-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Adult με Φρέσκια Πέστροφα & Πάπια,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-puppy-growth-chicken-fish-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Puppy Growth με Κοτόπουλο & Φρέσκα Λευκά Ψάρια,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-puppy-chicken-dog-dry-gr-spreadsheet,Purina,Tonus Puppy με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-adult-large-breed-dog-dry-gr-spreadsheet,Acana,Acana Adult Large breed,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
acana-acana-senior-dog-dog-dry-gr-spreadsheet,Acana,Acana Senior Dog,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-8-mini-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult 8+ Mini,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
hill-s-hill-s-sp-puppy-small-mini-chicken-dog-dry-gr-spreadsheet,Hill's,Hill's SP Puppy Small & Mini με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
sam-s-field-sam-s-field-light-senior-dog-lamb-rice-dog-dry-gr-spreadsheet,Sam's Field,Sam's Field Light & Senior Dog με Αρνί & Ρύζι,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
movex-daily-habits-angel-rescue-lamb-dog-dry-gr-spreadsheet,Movex,Daily Habits Angel Rescue με Αρνί,dog,needs_review,data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-adult-dog-chicken-dog-dry-gr-spreadsheet,Purina,Tonus Adult Dog με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-yorkshire-junior-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Yorkshire Junior,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
hill-s-hill-s-sp-small-mini-adult-sensitive-skin-chicken-dog-dry-gr-spreadsheet,Hill's,Hill's Sp Small & Mini Adult Sensitive Skin με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-adult-dog-lamb-dog-dry-gr-spreadsheet,Purina,Tonus Adult Dog με Αρνί,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-senior-dog-lamb-dog-dry-gr-spreadsheet,Purina,Tonus SENIOR Dog με Αρνί,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-junior-bulldog-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Junior Γαλλικό Bulldog,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
barking-heads-barking-heads-puppy-days-chicken-dog-dry-gr-spreadsheet,Barking Heads,Barking Heads Puppy Days με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
sam-s-field-sam-s-field-adult-grain-free-salmon-dog-dry-gr-spreadsheet,Sam's Field,Sam's Field Adult Grain Free με Σολομό & Ρέγγα,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
flatazor-prestige-mini-adult-sterile-light-dog-dry-gr-spreadsheet,Flatazor,Prestige Mini Adult Sterile & Light,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
country-farms-country-farms-adult-dog-chicken-dog-dry-gr-spreadsheet,Country Farms,Country Farms Adult Dog με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
sam-s-field-sam-s-field-puppy-chicken-dog-dry-gr-spreadsheet,Sam's Field,Sam's Field Puppy με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-maltese-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Maltese,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-french-bulldog-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult French Bulldog,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-tonus-senior-dog-chicken-dog-dry-gr-spreadsheet,Purina,Tonus Senior Dog με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
orijen-orijen-adult-regional-red-dog-dry-gr-spreadsheet,Orijen,Orijen Adult Regional Red,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
belcando-belcando-adult-light-dog-dry-gr-spreadsheet,Belcando,Belcando Adult Light με Πουλερικά,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-mini-light-weight-care-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Mini Light Weight Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
orijen-orijen-adult-original-dog-dog-dry-gr-spreadsheet,Orijen,Orijen Adult Original Dog,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
dr-clauder-s-dr-ciauders-best-choice-junior-large-chicken-dog-dry-gr-spreadsheet,Dr. Clauder's,Dr CIauders Best Choice Junior Large με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-adult-dog-lamb-salmon-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Adult Dog με Αρνί & Σολομό,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
aatu-aatu-adult-grain-free-80-20-chicken-dog-dry-gr-spreadsheet,AATU,Aatu Adult Grain Free 80/20 με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-adult-dog-chicken-vegetables-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Adult Dog με Κοτόπουλο & Λαχανικά,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
barking-heads-barking-heads-adult-fish-delish-grain-free-salmon-dog-dry-gr-spreadsheet,Barking Heads,Barking Heads Adult Fish & Delish Grain Free με Σολομό και Πέστροφα,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-mini-digestive-care-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Mini Digestive Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-starter-mini-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Starter Mini,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
purina-pro-plan-optibalance-puppy-small-mini-chicken-dog-dry-gr-spreadsheet,Purina,Pro Plan OptiBalance Puppy Small&Mini με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
country-farms-country-farms-puppy-chicken-dog-dry-gr-spreadsheet,Country Farms,Country Farms Puppy με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
sam-s-field-sam-s-field-adult-grain-free-beef-dog-dry-gr-spreadsheet,Sam's Field,Sam's Field Adult Grain Free με Μοσχάρι,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
hill-s-hill-s-sp-adult-medium-chicken-dog-dry-gr-spreadsheet,Hill's,Hill's SP Adult Medium με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-xsmall-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult XSmall,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,2,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
hill-s-hill-s-sp-mature-small-mini-chicken-dog-dry-gr-spreadsheet,Hill's,Hill's SP Mature Small & Mini με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-adult-chihuahua-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Adult Chihuahua,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
dr-clauder-s-dr-ciauders-best-choice-adult-large-chicken-dog-dry-gr-spreadsheet,Dr. Clauder's,Dr CIauders Best Choice Adult Large με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-ageing-12-mini-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Ageing 12+ Mini,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
aatu-aatu-adult-dog-grain-free-80-20-salmon-dog-dry-gr-spreadsheet,AATU,Aatu Adult Dog Grain Free 80/20 με Σολομό,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
hill-s-hill-s-sp-adult-small-mini-chicken-dog-dry-gr-spreadsheet,Hill's,Hill's SP Adult Small & Mini με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
sam-s-field-sam-s-field-adult-medium-salmon-potato-dog-dry-gr-spreadsheet,Sam's Field,Sam's Field Adult Medium με Σολομό & Πατάτα,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
barking-heads-barking-heads-adult-bowl-lickin-chicken-dog-dry-gr-spreadsheet,Barking Heads,Barking Heads Adult Bowl Lickin με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
sam-s-field-sam-s-field-adult-medium-chicken-dog-dry-gr-spreadsheet,Sam's Field,Sam's Field Adult Medium με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
natural-trainer-natural-trainer-maxi-adult-beef-dog-dry-gr-spreadsheet,Natural Trainer,Natural Trainer Maxi Adult με Βοδινό,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
ambrosia-pet-food-ambrosia-adult-mini-turkey-salmon-dog-dry-gr-spreadsheet,Ambrosia Pet Food,Ambrosia Adult Mini με Φρέσκια Γαλοπούλα & Σολομό,dog,needs_review,data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-medium-puppy-20-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Medium Puppy -20%,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
royal-canin-royal-canin-puppy-xsmall-dog-dry-gr-spreadsheet,Royal Canin,Royal Canin Puppy XSmall,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,1,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
dr-clauder-s-dr-ciauders-best-choice-junior-small-medium-chicken-dog-dry-gr-spreadsheet,Dr. Clauder's,Dr CIauders Best Choice Junior Small/Medium με Κοτόπουλο,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Ξηρές σκύλου - Eshop.xlsx,0,"Attach official URL or label photo, verify extracted nutrients/ingredients, then preview in Food V2 before commit.",Dry dog e-shop spreadsheet extraction; rows stay in review because provenance is uploaded spreadsheet only.
