issue_type,brand,formula_name,display_name,species,format,source_url,formula_key,suggested_action
formula_contains_species_word,Brit,Premium By Nature Cat Sterilised Chicken,Brit Premium By Nature Cat Sterilised Chicken 1.5kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/26890-brit-premium-by-nature-cat-sterilised-chicken-15kg.html,brit-premium-by-nature-cat-sterilised-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Brit,Premium By Nature Cat Sterilised Lamb,Brit Premium By Nature Cat Sterilised Lamb 8kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/26894-brit-premium-by-nature-cat-sterilised-lamb-8kg.html,brit-premium-by-nature-cat-sterilised-lamb-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Brit,Premium By Nature Cat Sterilised Salmon,Brit Premium By Nature Cat Sterilised Salmon 8kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/26897-brit-premium-by-nature-cat-sterilised-salmon-8kg.html,brit-premium-by-nature-cat-sterilised-salmon-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Calibra,Vet Cat Gastrointestinal & Pancreas,Calibra Vet Cat Gastrointestinal & Pancreas 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/19553-calibra-vet-cat-gastrointestinal-pancreas-2kg.html,calibra-vet-cat-gastrointestinal-and-pancreas-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Calibra,Vet Cat Renal & Cardiac,Calibra Vet Cat Renal & Cardiac 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/19555-calibra-vet-cat-renal-cardiac-2kg.html,calibra-vet-cat-renal-and-cardiac-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Calibra,Vet Dog Oxalate & Urate & Cystine,Calibra Vet Dog Oxalate & Urate & Cystine 2kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/19576-calibra-vet-dog-oxalate-urate-cystine-2kg.html,calibra-vet-dog-oxalate-and-urate-and-cystine-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Carnilove,True Fresh Cat Adult & Sterilized Chicken,Carnilove True Fresh Cat Adult & Sterilized Chicken 1.8kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/21428-carnilove-true-fresh-cat-adult-sterilized-chicken-18kg.html,carnilove-true-fresh-cat-adult-and-sterilized-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Carnilove,True Fresh Cat Adult & Sterilized Fish,Carnilove True Fresh Cat Adult & Sterilized Fish 1.8kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/21422-carnilove-true-fresh-cat-adult-sterilized-fish-18kg.html,carnilove-true-fresh-cat-adult-and-sterilized-fish-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Carnilove,True Fresh Cat Adult & Sterilized Turkey,Carnilove True Fresh Cat Adult & Sterilized Turkey 340gr,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/21424-carnilove-true-fresh-cat-adult-sterilized-turkey-340gr.html,carnilove-true-fresh-cat-adult-and-sterilized-turkey-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Breeder Dog Pork & Rice,Cennamo Breeder Dog Pork & Rice 20kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27412-cennamo-breeder-dog-pork-rice-20kg.html,cennamo-breeder-dog-pork-and-rice-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Cat Premium Micio Mix,Cennamo Diamant Cat Premium Micio Mix 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22961-cennamo-diamant-cat-premium-micio-mix-15kg.html,cennamo-diamant-cat-premium-micio-mix-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Cat Star Mix,Cennamo Diamant Cat Star Mix 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/25083-cennamo-diamant-cat-star-mix-15kg.html,cennamo-diamant-cat-star-mix-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Cat Star Sterilised,Cennamo Diamant Cat Star Sterilised 1.5kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/28472-cennamo-diamant-cat-star-sterilised-15kg.html,cennamo-diamant-cat-star-sterilised-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Cat Sterilized Chicken,Cennamo Diamant Cat Sterilized Chicken 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22963-cennamo-diamant-cat-sterilized-chicken-15kg.html,cennamo-diamant-cat-sterilized-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Cat Sterilized Fish,Cennamo Diamant Cat Sterilized Fish 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22965-cennamo-diamant-cat-sterilized-fish-15kg.html,cennamo-diamant-cat-sterilized-fish-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Dog Adult Lamb,Cennamo Diamant Dog Adult Lamb 15kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/22947-cennamo-diamant-dog-adult-lamb-15kg.html,cennamo-diamant-dog-adult-lamb-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Diamant Dog Adult Medium,Cennamo Diamant Dog Adult Medium 15kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/22938-cennamo-diamant-dog-adult-medium-15kg.html,cennamo-diamant-dog-adult-medium-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Pluto Dog Adult 24/10,Cennamo Pluto Dog Adult 24/10 20kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/22952-cennamo-pluto-dog-adult-24-10-20kg.html,cennamo-pluto-dog-adult-24-10-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Pluto Dog Adult Fish,Cennamo Pluto Dog Adult Fish 15kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27410-cennamo-pluto-dog-adult-fish-15kg.html,cennamo-pluto-dog-adult-fish-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Prestige Dog Adult Light Chicken,Cennamo Prestige Dog Adult Light Chicken 12kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27622-cennamo-prestige-dog-adult-light-chicken-12kg.html,cennamo-prestige-dog-adult-light-chicken-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Cennamo,Prestige Dog Adult Medium Salmon,Cennamo Prestige Dog Adult Medium Salmon 12kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27618-cennamo-prestige-dog-adult-medium-salmon-12kg.html,cennamo-prestige-dog-adult-medium-salmon-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Dr. Clauder,Dr Clauder's Dog Intestinal Diet,Dr Clauder's Dog Intestinal Diet 1kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/18109-dr-clauder-s-dog-intestinal-diet-1kg.html,dr-clauder-dr-clauder-s-dog-intestinal-diet-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Dr. Clauder,Dr Clauder's High Premium Cat Sterilised/Senior/Light,Dr Clauder's High Premium Cat Sterilised/Senior/Light 10kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/18108-dr-clauder-s-high-premium-cat-sterilised-senior-light-10kg.html,dr-clauder-dr-clauder-s-high-premium-cat-sterilised-senior-light-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Enjoy,Adult Cat Κοτόπουλο,Enjoy Adult Cat Κοτόπουλο 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/19498-enjoy-adult-cat-kotopoulo-15kg.html,enjoy-adult-cat-κοτοπουλο-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Enjoy,Adult Cat Multicolour Κοτόπουλο,Enjoy Adult Cat Multicolour Κοτόπουλο 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/19499-enjoy-adult-cat-multicolour-kotopoulo-15kg.html,enjoy-adult-cat-multicolour-κοτοπουλο-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Cat Diabetic,Farmina Vet Life Cat Diabetic 400gr,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21726-farmina-vet-life-cat-diabetic-400gr.html,farmina-vet-life-cat-diabetic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Cat GastroIntestinal,Farmina Vet Life Cat GastroIntestinal 5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21703-farmina-vet-life-cat-gastrointestinal-5kg.html,farmina-vet-life-cat-gastrointestinal-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Cat Hepatic,Farmina Vet Life Cat Hepatic 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21732-farmina-vet-life-cat-hepatic-2kg.html,farmina-vet-life-cat-hepatic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Cat Management Struvite,Farmina Vet Life Cat Management Struvite 400gr,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21706-farmina-vet-life-cat-management-struvite-400gr.html,farmina-vet-life-cat-management-struvite-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Cat Obesity,Farmina Vet Life Cat Obesity 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21718-farmina-vet-life-cat-obesity-2kg.html,farmina-vet-life-cat-obesity-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Dog GastroIntestinal,Farmina Vet Life Dog GastroIntestinal 12kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21673-farmina-vet-life-dog-gastrointestinal-12kg.html,farmina-vet-life-dog-gastrointestinal-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Dog Hepatic,Farmina Vet Life Dog Hepatic 12kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21688-farmina-vet-life-dog-hepatic-12kg.html,farmina-vet-life-dog-hepatic-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Dog Hypoallergenic Fish & Potato,Farmina Vet Life Dog Hypoallergenic Fish & Potato 12kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21656-farmina-vet-life-dog-hypoallergenic-fish-potato-12kg.html,farmina-vet-life-dog-hypoallergenic-fish-and-potato-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Dog Hypoallergenic Pork & Potato,Farmina Vet Life Dog Hypoallergenic Pork & Potato 12kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21660-farmina-vet-life-dog-hypoallergenic-pork-potato-12kg.html,farmina-vet-life-dog-hypoallergenic-pork-and-potato-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Dog Intestinal Ultra Care,Farmina Vet Life Dog Intestinal Ultra Care 1.5kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29514-farmina-vet-life-dog-intestinal-ultra-care-15kg.html,farmina-vet-life-dog-intestinal-ultra-care-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Farmina,Vet Life Dog UltraHypoallergenic,Farmina Vet Life Dog UltraHypoallergenic 12kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21662-farmina-vet-life-dog-ultrahypoallergenic-12kg.html,farmina-vet-life-dog-ultrahypoallergenic-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,AdPet,FeedPoint Cat Adult Sterilised με Σολομό,FeedPoint Cat Adult Sterilised με Σολομό 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/28149-feedpoint-cat-adult-sterilised-me-solomo-15kg.html,adpet-feedpoint-cat-adult-sterilised-με-σολομο-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Cat Adult Complete Chicken & Turkey,Gemon Cat Adult Complete Chicken & Turkey 20kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/8416-gemon-cat-adult-complete-chicken-turkey-20kg.html,gemon-cat-adult-complete-chicken-and-turkey-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Cat Kitten Chicken & Rice,Gemon Cat Kitten Chicken & Rice 20kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/8414-gemon-cat-kitten-chicken-rice-20kg.html,gemon-cat-kitten-chicken-and-rice-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Cat Sterilised Beef,Gemon Cat Sterilised Beef 7kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/23886-gemon-cat-sterilised-beef-7kg.html,gemon-cat-sterilised-beef-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Cat Sterilised Tuna & Salmon,Gemon Cat Sterilised Tuna & Salmon 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/23446-gemon-cat-sterilised-tuna-salmon-2kg.html,gemon-cat-sterilised-tuna-and-salmon-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Cat Sterilized Turkey,Gemon Cat Sterilized Turkey 20kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/8421-gemon-cat-sterilized-turkey-20kg.html,gemon-cat-sterilized-turkey-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Cat Urinary Chicken & Rice,Gemon Cat Urinary Chicken & Rice 20kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/8424-gemon-cat-urinary-chicken-rice-20kg.html,gemon-cat-urinary-chicken-and-rice-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Dog Adult Maxi Chicken & Rice,Gemon Dog Adult Maxi Chicken & Rice 20kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27191-gemon-dog-adult-maxi-chicken-rice-20kg.html,gemon-dog-adult-maxi-chicken-and-rice-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Dog Adult Mini Salmon & Rice,Gemon Dog Adult Mini Salmon & Rice 20kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27192-gemon-dog-adult-mini-salmon-rice-20kg.html,gemon-dog-adult-mini-salmon-and-rice-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Gemon,Dog Puppy & Junior Chicken & Rice,Gemon Dog Puppy & Junior Chicken & Rice 20kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27194-gemon-dog-puppy-junior-chicken-rice-20kg.html,gemon-dog-puppy-and-junior-chicken-and-rice-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Happy Dog,Dog's Favorite Beef,Happy Dog Dog's Favorite Beef 15kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/16022-happy-dog-dog-s-favorite-beef-15kg.html,happy-dog-dog-s-favorite-beef-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Harper & Bone,Cat Senior Sterilised Flavours Farm,Harper & Bone Cat Senior Sterilised Flavours Farm 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22878-harper-bone-cat-senior-sterilised-flavours-farm-2kg.html,harper-and-bone-cat-senior-sterilised-flavours-farm-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Harper & Bone,Cat Sterilised Flavours Farm,Harper & Bone Cat Sterilised Flavours Farm 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22877-harper-bone-cat-sterilised-flavours-farm-2kg.html,harper-and-bone-cat-sterilised-flavours-farm-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Harper & Bone,Cat Sterilised Fresh Market,Harper & Bone Cat Sterilised Fresh Market 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22880-harper-bone-cat-sterilised-fresh-market-2kg.html,harper-and-bone-cat-sterilised-fresh-market-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Harper & Bone,Cat Sterilised Ocean Wonders,Harper & Bone Cat Sterilised Ocean Wonders 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22879-harper-bone-cat-sterilised-ocean-wonders-2kg.html,harper-and-bone-cat-sterilised-ocean-wonders-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Harper & Bone,Cat Sterilised Wild Mountain,Harper & Bone Cat Sterilised Wild Mountain 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22881-harper-bone-cat-sterilised-wild-mountain-2kg.html,harper-and-bone-cat-sterilised-wild-mountain-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hi,Dog Adult Fresh Chicken,Hi Dog Adult Fresh Chicken 2.5kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/28860-hi-dog-adult-fresh-chicken-25kg.html,hi-dog-adult-fresh-chicken-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hi,Dog Adult Fresh Chicken Low Calories,Hi Dog Adult Fresh Chicken Low Calories 10kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/28859-hi-dog-adult-fresh-chicken-low-calories-10kg.html,hi-dog-adult-fresh-chicken-low-calories-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hi,Dog Adult Fresh Salmon,Hi Dog Adult Fresh Salmon 10kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/28868-hi-dog-adult-fresh-salmon-10kg.html,hi-dog-adult-fresh-salmon-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hi,Dog Adult Fresh Salmon Low Calories,Hi Dog Adult Fresh Salmon Low Calories 2.5kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/28862-hi-dog-adult-fresh-salmon-low-calories-25kg.html,hi-dog-adult-fresh-salmon-low-calories-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hi,Dog Puppy Fresh Chicken,Hi Dog Puppy Fresh Chicken 10kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/28857-hi-dog-puppy-fresh-chicken-10kg.html,hi-dog-puppy-fresh-chicken-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hi,Dog Puppy Fresh Salmon,Hi Dog Puppy Fresh Salmon 10kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/28864-hi-dog-puppy-fresh-salmon-10kg.html,hi-dog-puppy-fresh-salmon-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Hills,Hill's SP Mature Sterilised Cat Κοτόπουλο,Hill's SP Mature Sterilised Cat Κοτόπουλο 3kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/10114-hill-s-sp-mature-sterilised-cat-kotopoulo-3kg.html,hills-hill-s-sp-mature-sterilised-cat-κοτοπουλο-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Josera,Help Cat Gastrointestinal,Josera Help Cat Gastrointestinal 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21390-josera-help-cat-gastrointestinal-2kg.html,josera-help-cat-gastrointestinal-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Josera,Help Cat Hypoallergenic,Josera Help Cat Hypoallergenic 10kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21394-josera-help-cat-hypoallergenic-10kg.html,josera-help-cat-hypoallergenic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Josera,Help Cat Renal,Josera Help Cat Renal 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21387-josera-help-cat-renal-2kg.html,josera-help-cat-renal-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Josera,Help Cat Urinary,Josera Help Cat Urinary 10kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21397-josera-help-cat-urinary-10kg.html,josera-help-cat-urinary-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Josera,Help Cat Weight & Diabetic,Josera Help Cat Weight & Diabetic 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21398-josera-help-cat-weight-diabetic-2kg.html,josera-help-cat-weight-and-diabetic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Kippy,Cat Adult Ψάρι,Kippy Cat Adult Ψάρι 20kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/27986-kippy-cat-adult-psari-20kg.html,kippy-cat-adult-ψαρι-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Monge,Cat Adult Salmon Monoprotein,Monge Cat Adult Salmon Monoprotein 1.5kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/28470-monge-cat-adult-salmon-monoprotein-15kg.html,monge-cat-adult-salmon-monoprotein-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Monge,Cat Sterilized Chicken,Monge Cat Sterilized Chicken 1.5kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/18614-monge-cat-sterilized-chicken-15kg.html,monge-cat-sterilized-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Monge,Cat Sterilized Duck Monoprotein,Monge Cat Sterilized Duck Monoprotein 1.5kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/22590-monge-cat-sterilized-duck-monoprotein-15kg.html,monge-cat-sterilized-duck-monoprotein-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Naturea,"Cat Miacis Salmon, Chicken, Rabbit & Anchovies","Naturea Cat Miacis Salmon, Chicken, Rabbit & Anchovies 1.6kg",cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/25477-naturea-cat-miacis-salmon-chicken-rabbit-anchovies-16kg.html,naturea-cat-miacis-salmon-chicken-rabbit-and-anchovies-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Orijen,Cat & Kitten Fit & Trim,Orijen Cat & Kitten Fit & Trim 1.8kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/4525-orijen-cat-kitten-fit-trim-18kg.html,orijen-cat-and-kitten-fit-and-trim-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Orijen,Original Cat,Orijen Original Cat 1.8kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/18923-orijen-original-cat-18kg.html,orijen-original-cat-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Classic Cat Daily Care,Ownat Classic Cat Daily Care 4kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/10846-ownat-classic-cat-daily-care-4kg.html,ownat-classic-cat-daily-care-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Classic Cat Sterilized,Ownat Classic Cat Sterilized 4kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/10855-ownat-classic-cat-sterilized-4kg.html,ownat-classic-cat-sterilized-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Classic Dog Fish,Ownat Classic Dog Fish 20kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/10836-ownat-classic-dog-fish-20kg.html,ownat-classic-dog-fish-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Classic Dog Lamb & Rice,Ownat Classic Dog Lamb & Rice 12kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/27166-ownat-classic-dog-lamb-rice-12kg.html,ownat-classic-dog-lamb-and-rice-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Classic Dog Monoproteic Αρνί,Ownat Classic Dog Monoproteic Αρνί 4kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/24757-ownat-classic-dog-monoproteic-arni-4kg.html,ownat-classic-dog-monoproteic-αρνι-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
