priority,action,brand,current_formula_name,current_display_name,suggested_formula_name,suggested_display_name,species,format,life_stage,dog_size,source_priority,source_rank,data_source_url,formula_key,reasons
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Cat Sterilised Chicken,Brit Premium By Nature Cat Sterilised Chicken 1.5kg,Premium By Nature Cat Sterilised Chicken,Brit Premium By Nature Cat Sterilised Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26890-brit-premium-by-nature-cat-sterilised-chicken-15kg.html,brit-premium-by-nature-cat-sterilised-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Cat Sterilised Lamb,Brit Premium By Nature Cat Sterilised Lamb 8kg,Premium By Nature Cat Sterilised Lamb,Brit Premium By Nature Cat Sterilised Lamb,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26894-brit-premium-by-nature-cat-sterilised-lamb-8kg.html,brit-premium-by-nature-cat-sterilised-lamb-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Cat Sterilised Salmon,Brit Premium By Nature Cat Sterilised Salmon 8kg,Premium By Nature Cat Sterilised Salmon,Brit Premium By Nature Cat Sterilised Salmon,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/26897-brit-premium-by-nature-cat-sterilised-salmon-8kg.html,brit-premium-by-nature-cat-sterilised-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Junior Extra Large,Brit Premium By Nature Junior Extra Large 15kg,Premium By Nature Junior Extra Large,Brit Premium By Nature Junior Extra Large,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26840-brit-premium-by-nature-junior-extra-large-15kg.html,brit-premium-by-nature-junior-extra-large-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Junior Large,Brit Premium By Nature Junior Large 15kg,Premium By Nature Junior Large,Brit Premium By Nature Junior Large,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26832-brit-premium-by-nature-junior-large-15kg.html,brit-premium-by-nature-junior-large-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Junior Medium,Brit Premium By Nature Junior Medium 15kg,Premium By Nature Junior Medium,Brit Premium By Nature Junior Medium,dog,dry,puppy,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26835-brit-premium-by-nature-junior-medium-15kg.html,brit-premium-by-nature-junior-medium-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Junior Small,Brit Premium By Nature Junior Small 1kg,Premium By Nature Junior Small,Brit Premium By Nature Junior Small,dog,dry,puppy,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26837-brit-premium-by-nature-junior-small-1kg.html,brit-premium-by-nature-junior-small-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Sensitive Lamb & Rice,Brit Premium By Nature Sensitive Lamb & Rice 15kg,Premium By Nature Sensitive Lamb & Rice,Brit Premium By Nature Sensitive Lamb & Rice,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26851-brit-premium-by-nature-sensitive-lamb-rice-15kg.html,brit-premium-by-nature-sensitive-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Brit,Premium By Nature Sport,Brit Premium By Nature Sport 15kg,Premium By Nature Sport,Brit Premium By Nature Sport,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/26848-brit-premium-by-nature-sport-15kg.html,brit-premium-by-nature-sport-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Calibra,Vet Cat Gastrointestinal & Pancreas,Calibra Vet Cat Gastrointestinal & Pancreas 2kg,Vet Cat Gastrointestinal & Pancreas,Calibra Vet Cat Gastrointestinal & Pancreas,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/19553-calibra-vet-cat-gastrointestinal-pancreas-2kg.html,calibra-vet-cat-gastrointestinal-and-pancreas-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Calibra,Vet Cat Renal & Cardiac,Calibra Vet Cat Renal & Cardiac 2kg,Vet Cat Renal & Cardiac,Calibra Vet Cat Renal & Cardiac,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/19555-calibra-vet-cat-renal-cardiac-2kg.html,calibra-vet-cat-renal-and-cardiac-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Calibra,Vet Dog Oxalate & Urate & Cystine,Calibra Vet Dog Oxalate & Urate & Cystine 2kg,Vet Oxalate & Urate & Cystine,Calibra Vet Oxalate & Urate & Cystine,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/19576-calibra-vet-dog-oxalate-urate-cystine-2kg.html,calibra-vet-dog-oxalate-and-urate-and-cystine-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Canagan,Country Game For Cats,Canagan Country Game For Cats 1.5kg,Country Game,Canagan Country Game,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/3114-canagan-country-game-for-cats-15kg.html,canagan-country-game-for-cats-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Canagan,Free Range Turkey Dental For Cats,Canagan Free Range Turkey Dental For Cats 1.5kg,Free Range Turkey Dental,Canagan Free Range Turkey Dental,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/9919-canagan-free-range-turkey-dental-for-cats-15kg.html,canagan-free-range-turkey-dental-for-cats-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Canagan,Free-Run Chicken For Cats,Canagan Free-Run Chicken For Cats 1.5kg,Free Run Chicken,Canagan Free Run Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/3107-canagan-free-run-chicken-for-cats-15kg.html,canagan-free-run-chicken-for-cats-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Canagan,Light/Senior/Sterilised for Cats,Canagan Light/Senior/Sterilised for Cats 1.5kg,Light/senior/sterilised,Canagan Light/senior/sterilised,cat,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/4788-canagan-light-senior-sterilised-for-cats-15kg.html,canagan-light-senior-sterilised-for-cats-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Canagan,Petite Chicken & Duck for Dogs,Canagan Petite Chicken & Duck for Dogs 1.5kg,Petite Chicken & Duck,Canagan Petite Chicken & Duck,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/30025-canagan-petite-chicken-duck-for-dogs-15kg.html,canagan-petite-chicken-and-duck-for-dogs-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Canagan,Petite Chicken & Salmon for Dogs,Canagan Petite Chicken & Salmon for Dogs 1.5kg,Petite Chicken & Salmon,Canagan Petite Chicken & Salmon,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/30027-canagan-petite-chicken-salmon-for-dogs-15kg.html,canagan-petite-chicken-and-salmon-for-dogs-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,Adult Cats Carp & Trout - Sterilized,Carnilove Adult Cats Carp & Trout 6kg - Sterilized,Adult Cats Carp & Trout Sterilized,Carnilove Adult Cats Carp & Trout Sterilized,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/7449-carnilove-adult-cats-carp-trout-6kg-sterilized.html,carnilove-adult-cats-carp-and-trout-sterilized-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,Adult Cats Duck & Pheasant - Hairball Control,Carnilove Adult Cats Duck & Pheasant 6kg - Hairball Control,Adult Cats Duck & Pheasant Hairball Control,Carnilove Adult Cats Duck & Pheasant Hairball Control,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/5032-carnilove-adult-cats-duck-pheasant-6kg-hairball-control.html,carnilove-adult-cats-duck-and-pheasant-hairball-control-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,Adult Cats Salmon - Sensitive & Long Hair,Carnilove Adult Cats Salmon 2kg - Sensitive & Long Hair,Adult Cats Salmon Sensitive & Long Hair,Carnilove Adult Cats Salmon Sensitive & Long Hair,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/5033-carnilove-adult-cats-salmon-2kg-sensitive-long-hair.html,carnilove-adult-cats-salmon-sensitive-and-long-hair-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,Kittens Salmon & Turkey - Healthy Growth,Carnilove Kittens Salmon & Turkey 2kg - Healthy Growth,Kittens Salmon & Turkey Healthy Growth,Carnilove Kittens Salmon & Turkey Healthy Growth,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/5029-carnilove-kittens-salmon-turkey-2kg-healthy-growth.html,carnilove-kittens-salmon-and-turkey-healthy-growth-cat-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,Lamb & Wild Boar Adult,Carnilove Lamb & Wild Boar Adult 1.5kg,Lamb & Wild Boar Adult,Carnilove Lamb & Wild Boar Adult,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/5019-carnilove-lamb-wild-boar-adult-15kg.html,carnilove-lamb-and-wild-boar-adult-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,Salmon & Turkey Large Breed Puppy,Carnilove Salmon & Turkey Large Breed Puppy 1.5kg,Salmon & Turkey Large Breed Puppy,Carnilove Salmon & Turkey Large Breed Puppy,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/5027-carnilove-salmon-turkey-large-breed-puppy-15kg.html,carnilove-salmon-and-turkey-large-breed-puppy-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,True Fresh Cat Adult & Sterilized Chicken,Carnilove True Fresh Cat Adult & Sterilized Chicken 1.8kg,True Fresh Cat Adult & Sterilized Chicken,Carnilove True Fresh Cat Adult & Sterilized Chicken,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/21428-carnilove-true-fresh-cat-adult-sterilized-chicken-18kg.html,carnilove-true-fresh-cat-adult-and-sterilized-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,True Fresh Cat Adult & Sterilized Fish,Carnilove True Fresh Cat Adult & Sterilized Fish 1.8kg,True Fresh Cat Adult & Sterilized Fish,Carnilove True Fresh Cat Adult & Sterilized Fish,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/21422-carnilove-true-fresh-cat-adult-sterilized-fish-18kg.html,carnilove-true-fresh-cat-adult-and-sterilized-fish-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Carnilove,True Fresh Cat Adult & Sterilized Turkey,Carnilove True Fresh Cat Adult & Sterilized Turkey 340gr,True Fresh Cat Adult & Sterilized Turkey,Carnilove True Fresh Cat Adult & Sterilized Turkey,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/21424-carnilove-true-fresh-cat-adult-sterilized-turkey-340gr.html,carnilove-true-fresh-cat-adult-and-sterilized-turkey-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cat Vital,Urinary Care / Sterilised,Cat Vital Urinary Care / Sterilised 15kg,Urinary Care / Sterilised,Cat Vital Urinary Care / Sterilised,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/29520-cat-vital-urinary-care-sterilised-15kg.html,cat-vital-urinary-care-sterilised-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Breeder Dog Pork & Rice,Cennamo Breeder Dog Pork & Rice 20kg,Breeder Pork & Rice,Cennamo Breeder Pork & Rice,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27412-cennamo-breeder-dog-pork-rice-20kg.html,cennamo-breeder-dog-pork-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Dog Adult Lamb,Cennamo Diamant Dog Adult Lamb 15kg,Diamant Adult Lamb,Cennamo Diamant Adult Lamb,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/22947-cennamo-diamant-dog-adult-lamb-15kg.html,cennamo-diamant-dog-adult-lamb-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Dog Adult Medium,Cennamo Diamant Dog Adult Medium 15kg,Diamant Adult Medium,Cennamo Diamant Adult Medium,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/22938-cennamo-diamant-dog-adult-medium-15kg.html,cennamo-diamant-dog-adult-medium-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Cat Premium Micio Mix,Cennamo Diamant Cat Premium Micio Mix 15kg,Diamant Cat Premium Micio Mix,Cennamo Diamant Cat Premium Micio Mix,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/22961-cennamo-diamant-cat-premium-micio-mix-15kg.html,cennamo-diamant-cat-premium-micio-mix-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Cat Star Mix,Cennamo Diamant Cat Star Mix 15kg,Diamant Cat Star Mix,Cennamo Diamant Cat Star Mix,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/25083-cennamo-diamant-cat-star-mix-15kg.html,cennamo-diamant-cat-star-mix-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Cat Star Sterilised,Cennamo Diamant Cat Star Sterilised 1.5kg,Diamant Cat Star Sterilised,Cennamo Diamant Cat Star Sterilised,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28472-cennamo-diamant-cat-star-sterilised-15kg.html,cennamo-diamant-cat-star-sterilised-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Cat Sterilized Chicken,Cennamo Diamant Cat Sterilized Chicken 15kg,Diamant Cat Sterilized Chicken,Cennamo Diamant Cat Sterilized Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/22963-cennamo-diamant-cat-sterilized-chicken-15kg.html,cennamo-diamant-cat-sterilized-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Diamant Cat Sterilized Fish,Cennamo Diamant Cat Sterilized Fish 15kg,Diamant Cat Sterilized Fish,Cennamo Diamant Cat Sterilized Fish,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/22965-cennamo-diamant-cat-sterilized-fish-15kg.html,cennamo-diamant-cat-sterilized-fish-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Pluto Dog Adult 24/10,Cennamo Pluto Dog Adult 24/10 20kg,Pluto Adult 24/10,Cennamo Pluto Adult 24/10,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/22952-cennamo-pluto-dog-adult-24-10-20kg.html,cennamo-pluto-dog-adult-24-10-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Pluto Dog Adult Fish,Cennamo Pluto Dog Adult Fish 15kg,Pluto Adult Fish,Cennamo Pluto Adult Fish,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27410-cennamo-pluto-dog-adult-fish-15kg.html,cennamo-pluto-dog-adult-fish-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Prestige Dog Adult Light Chicken,Cennamo Prestige Dog Adult Light Chicken 12kg,Prestige Adult Light Chicken,Cennamo Prestige Adult Light Chicken,dog,dry,senior,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27622-cennamo-prestige-dog-adult-light-chicken-12kg.html,cennamo-prestige-dog-adult-light-chicken-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cennamo,Prestige Dog Adult Medium Salmon,Cennamo Prestige Dog Adult Medium Salmon 12kg,Prestige Adult Medium Salmon,Cennamo Prestige Adult Medium Salmon,dog,dry,senior,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27618-cennamo-prestige-dog-adult-medium-salmon-12kg.html,cennamo-prestige-dog-adult-medium-salmon-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cibau,Adult Medium + ΔΩΡΟ,Cibau Adult Medium 12kg + 2kg ΔΩΡΟ,Adult Medium Δωρο,Cibau Adult Medium Δωρο,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12911-cibau-adult-medium-12kg-2kg-doro.html,cibau-adult-medium-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Cibau,Puppy Maxi + ΔΩΡΟ,Cibau Puppy Maxi 12kg + 2kg ΔΩΡΟ,Puppy Maxi Δωρο,Cibau Puppy Maxi Δωρο,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12907-cibau-puppy-maxi-12kg-2kg-doro.html,cibau-puppy-maxi-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult All Breeds Lamb & Rice,Club 4 Paws Adult All Breeds Lamb & Rice 14kg,Adult All Breeds Lamb & Rice,Club 4 Paws Adult All Breeds Lamb & Rice,dog,dry,adult,all,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28343-club-4-paws-adult-all-breeds-lamb-rice-14kg.html,club-4-paws-adult-all-breeds-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Large Chicken,Club 4 Paws Adult Large Chicken 14kg,Adult Large Chicken,Club 4 Paws Adult Large Chicken,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28353-club-4-paws-adult-large-chicken-14kg.html,club-4-paws-adult-large-chicken-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Medium Chicken,Club 4 Paws Adult Medium Chicken 2kg,Adult Medium Chicken,Club 4 Paws Adult Medium Chicken,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28350-club-4-paws-adult-medium-chicken-2kg.html,club-4-paws-adult-medium-chicken-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Rabbit,Club 4 Paws Adult Rabbit 14kg,Adult Rabbit,Club 4 Paws Adult Rabbit,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28370-club-4-paws-adult-rabbit-14kg.html,club-4-paws-adult-rabbit-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Salmon,Club 4 Paws Adult Salmon 14kg,Adult Salmon,Club 4 Paws Adult Salmon,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28367-club-4-paws-adult-salmon-14kg.html,club-4-paws-adult-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Small Chicken,Club 4 Paws Adult Small Chicken 14kg,Adult Small Chicken,Club 4 Paws Adult Small Chicken,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28346-club-4-paws-adult-small-chicken-14kg.html,club-4-paws-adult-small-chicken-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Small Lamb & Rice,Club 4 Paws Adult Small Lamb & Rice 2kg,Adult Small Lamb & Rice,Club 4 Paws Adult Small Lamb & Rice,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28347-club-4-paws-adult-small-lamb-rice-2kg.html,club-4-paws-adult-small-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Small Light Turkey,Club 4 Paws Adult Small Light Turkey 5kg,Adult Small Light Turkey,Club 4 Paws Adult Small Light Turkey,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28349-club-4-paws-adult-small-light-turkey-5kg.html,club-4-paws-adult-small-light-turkey-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Adult Veal,Club 4 Paws Adult Veal 14kg,Adult Veal,Club 4 Paws Adult Veal,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28365-club-4-paws-adult-veal-14kg.html,club-4-paws-adult-veal-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Hairball Chicken,Club 4 Paws Hairball Chicken 14kg,Hairball Chicken,Club 4 Paws Hairball Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28377-club-4-paws-hairball-chicken-14kg.html,club-4-paws-hairball-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Kitten Chicken,Club 4 Paws Kitten Chicken 300gr,Kitten Chicken,Club 4 Paws Kitten Chicken,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28358-club-4-paws-kitten-chicken-300gr.html,club-4-paws-kitten-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Puppies All Breeds,Club 4 Paws Puppies All Breeds 14kg,Puppies All Breeds,Club 4 Paws Puppies All Breeds,dog,dry,adult,all,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28340-club-4-paws-puppies-all-breeds-14kg.html,club-4-paws-puppies-all-breeds-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Puppies Large Breeds,Club 4 Paws Puppies Large Breeds 14kg,Puppies Large Breeds,Club 4 Paws Puppies Large Breeds,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28341-club-4-paws-puppies-large-breeds-14kg.html,club-4-paws-puppies-large-breeds-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Selection Adult Duck & Vegetables,Club 4 Paws Selection Adult Duck & Vegetables 300gr,Selection Adult Duck & Vegetables,Club 4 Paws Selection Adult Duck & Vegetables,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28386-club-4-paws-selection-adult-duck-vegetables-300gr.html,club-4-paws-selection-adult-duck-and-vegetables-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Sensitive Digestion,Club 4 Paws Sensitive Digestion 14kg,Sensitive Digestion,Club 4 Paws Sensitive Digestion,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28379-club-4-paws-sensitive-digestion-14kg.html,club-4-paws-sensitive-digestion-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Sterilized Chicken,Club 4 Paws Sterilized Chicken 14kg,Sterilized Chicken,Club 4 Paws Sterilized Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28373-club-4-paws-sterilized-chicken-14kg.html,club-4-paws-sterilized-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Sterilized Salmon,Club 4 Paws Sterilized Salmon 14kg,Sterilized Salmon,Club 4 Paws Sterilized Salmon,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28374-club-4-paws-sterilized-salmon-14kg.html,club-4-paws-sterilized-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
