formula_key,brand,formula_name,species,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
royal-canin-veterinary-recovery-cat-dog-can-cat-wet-gr-document,Royal Canin,Veterinary Γ RECOVERY CAT/DOG CAN,cat,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-dog-can-dog-wet-gr-document,Royal Canin,Veterinary RENAL DOG CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-sens-control-chicken-dog-wet-gr-document,Royal Canin,Veterinary SENS CONTROL CHICKEN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-hypoallergenic-dog-can-dog-wet-gr-document,Royal Canin,Veterinary HYPOALLERGENIC DOG CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-c-renal-special-loaf-dog-wet-gr-document,Royal Canin,Veterinary C RENAL SPECIAL LOAF,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-urinary-s-o-dog-can-dog-wet-gr-document,Royal Canin,Veterinary URINARY S/O DOG CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
dr-clauder-s-dr-clauder-s-sensitive-special-diet-dog-wet-gr-document,Dr. Clauder's,Dr. Clauder's sensitive special diet,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-w-d-digestive-weight-diabetes-dog-wet-gr-document,Hill's,Hill's Prescription Diet w/d Digestive/Weight/Diabetes,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-i-d-digestive-care-dog-wet-gr-document,Hill's,Hill's Prescription Diet i/d Digestive Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-k-d-kidney-care-dog-wet-gr-document,Hill's,Hill's Prescription Diet k/d Kidney Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
purina-pro-plan-veterinary-diets-pro-plan-veterinary-diets-en-gastrointestinal-mousse-dog-wet-gr-document,Purina Pro Plan Veterinary Diets,Pro Plan Veterinary Diets EN Gastrointestinal MOUSSE,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-hills-pd-a-d-restorative-care-cat-wet-gr-document,Hill's,Hill's & Γ HILLS PD a/d Restorative Care,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-mobil-c2p-can-dog-wet-gr-document,Royal Canin,Veterinary MOBIL C2P+ CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-intestinal-dog-can-dog-wet-gr-document,Royal Canin,Veterinary GASTRO INTESTINAL DOG CAN,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-l-d-liver-care-dog-wet-gr-document,Hill's,Hill's Prescription Diet l/d Liver Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-z-d-food-sensitivities-dog-wet-gr-document,Hill's,Hill's Prescription Diet z/d Food Sensitivities,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-canine-i-d-stew-chicken-vegetables-dog-wet-gr-document,Hill's,Hill's Prescription Diet Canine i/d Stew Chicken & Vegetables,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-j-d-joint-care-dog-wet-gr-document,Hill's,Hill's Prescription Diet j/d Joint Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-sensitive-chick-dog-can-dog-wet-gr-document,Royal Canin,Veterinary SENSITIVE CHICK DOG CAN,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-obesity-dog-wet-gr-document,Royal Canin,Veterinary OBESITY,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
dr-clauder-s-dr-clauder-s-intestinal-special-diet-dog-wet-gr-document,Dr. Clauder's,Dr. Clauder's Intestinal special diet,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-sensitiv-duck-dog-can-dog-wet-gr-document,Royal Canin,Veterinary SENSITIV DUCK DOG CAN,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
purina-pro-plan-veterinary-diets-pro-plan-veterinary-diets-canine-ha-mousse-dog-wet-gr-document,Purina Pro Plan Veterinary Diets,Pro Plan Veterinary Diets CANINE HA Mousse,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-satiety-dog-can-dog-wet-gr-document,Royal Canin,Veterinary SATIETY DOG CAN,dog,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
dr-clauder-s-dr-clauder-s-low-protein-special-diet-dog-wet-gr-document,Dr. Clauder's,Dr. Clauder's low protein special diet,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
dr-clauder-s-dr-clauder-s-low-calorie-special-diet-dog-wet-gr-document,Dr. Clauder's,Dr. Clauder's low calorie special diet,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
purina-pro-plan-veterinary-diets-pro-plan-veterinary-diets-om-obesity-management-mousse-dog-wet-gr-document,Purina Pro Plan Veterinary Diets,Pro Plan Veterinary Diets OM Obesity Management MOUSSE,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-u-d-urinary-care-dog-wet-gr-document,Hill's,Hill's Prescription Diet u/d Urinary Care,dog,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-urinary-s-o-cat-cat-dry-gr-document,Royal Canin,Veterinary URINARY S/O CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,2,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-intestinal-cat-cat-dry-gr-document,Royal Canin,Veterinary GASTRO INTESTINAL CAT,cat,needs_review,data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-satiety-feline-cat-dry-gr-document,Royal Canin,Veterinary SATIETY FELINE,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-struvite-cat-dry-gr-document,Pro-Vet,Pro-Vet STRUVITE,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-fibre-response-cat-cat-dry-gr-document,Royal Canin,Veterinary FIBRE RESPONSE CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-hepatic-cat-cat-dry-gr-document,Royal Canin,Veterinary HEPATIC CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-urinary-so-cat-cat-dry-gr-document,Royal Canin,Veterinary URINARY SO CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-sensitivity-control-cat-cat-dry-gr-document,Royal Canin,Veterinary SENSITIVITY CONTROL CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-c-d-multicare-cat-dry-gr-document,Hill's,Hill's Prescription Diet c/d Multicare,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-intestinal-kitten-cat-dry-gr-document,Royal Canin,Veterinary GASTRO INTESTINAL KITTEN,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-diabetic-cat-cat-dry-gr-document,Royal Canin,Veterinary DIABETIC CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-special-cat-cat-dry-gr-document,Royal Canin,Veterinary RENAL SPECIAL CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-int-mod-cal-cat-cat-dry-gr-document,Royal Canin,Veterinary GASTRO INT MOD CAL CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-cat-cat-dry-gr-document,Royal Canin,Veterinary RENAL CAT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-f-renal-select-cat-dry-gr-document,Royal Canin,Veterinary F RENAL SELECT,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-intestinal-cat-dry-gr-document,Pro-Vet,Pro-Vet INTESTINAL,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-weight-control-cat-dry-gr-document,Pro-Vet,Pro-Vet WEIGHT CONTROL,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-s-d-urinary-care-cat-dry-gr-document,Hill's,Hill's Prescription Diet s/d Urinary Care,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-cat-dry-gr-document,Royal Canin,Veterinary RENAL,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-i-d-digestive-care-cat-dry-gr-document,Hill's,Hill's Prescription Diet i/d Digestive Care,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-l-d-liver-care-cat-dry-gr-document,Hill's,Hill's Prescription Diet l/d Liver Care,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
pro-vet-pro-vet-renal-cat-dry-gr-document,Pro-Vet,Pro-Vet RENAL,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-m-d-diabetes-weight-cat-dry-gr-document,Hill's,Hill's Prescription Diet m/d Diabetes/Weight,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-select-feline-cat-dry-gr-document,Royal Canin,Veterinary RENAL SELECT FELINE,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-w-d-digestive-weight-cat-dry-gr-document,Hill's,Hill's Prescription Diet w/d Digestive/Weight,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fat_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-gastro-intestinal-digest-kitten-cat-dry-gr-document,Royal Canin,Veterinary GASTRO INTESTINAL DIGEST KITTEN,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-c-d-urinary-stress-cat-dry-gr-document,Hill's,Hill's Prescription Diet c/d Urinary Stress,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,1,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
hill-s-hill-s-prescription-diet-k-d-kidney-care-cat-dry-gr-document,Hill's,Hill's Prescription Diet k/d Kidney Care,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fat_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
royal-canin-veterinary-renal-special-cat-dry-gr-document,Royal Canin,Veterinary RENAL SPECIAL,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
purina-pro-plan-veterinary-diets-pro-plan-veterinary-diets-feline-en-cat-dry-gr-document,Purina Pro Plan Veterinary Diets,Pro Plan Veterinary Diets FELINE EN,cat,needs_review,kcal_per_100g_or_kcal_per_kg|data_source_url_or_official_evidence|protein_percent|fiber_percent,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx,0,"Attach official veterinary diet URL or label photo, verify formula identity/nutrients, then preview in Food V2 before commit.",Formula-level row deduped from Greek vet eshop document; pack-size variants were not imported separately.
