formula_key,brand,formula_name,species,status,missing_fields,evidence_path,duplicate_blocks_skipped,recommended_action,notes
gheda-unica-classe-adult-mini-equilibrium-lamb-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Mini Equilibrium με Αρνί,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-mini-sensitive-tuna-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Mini Sensitive με Τόνο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-adult-mini-tonic-salmon-dog-dry-gr-spreadsheet,Gheda,Unica Classe Adult Mini Tonic με Σολομό,dog,needs_review,ingredient_text|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-puppy-all-breeds-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Classe Puppy All Breeds με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-classe-puppy-mini-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Classe Puppy Mini με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-classe-adult-maintenance-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Classe Adult Maintenance με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-classe-puppy-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Classe Puppy με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-natura-adult-lamb-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Natura Adult με Αρνί,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-natura-adult-monoprotein-chicken-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Natura Adult Monoprotein με Κοτόπουλο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-natura-adult-monoprotein-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Natura Adult Monoprotein με Χήνα,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-natura-adult-monoprotein-pork-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Natura Adult Monoprotein με Χοιρινό,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-alleva-natura-adult-salmon-dog-dry-gr-spreadsheet,Gheda,Unica Alleva Natura Adult με Σολομό,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-maxi-duck-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Maxi με Πάπια,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-maxi-lamb-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Maxi με Αρνί,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-maxi-pork-ham-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Maxi με Χοιρινό Προσούτο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-maxi-salmon-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Maxi με Σολομό,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-maxi-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Maxi με Ελάφι,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-mini-duck-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Mini με Πάπια,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,2,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-mini-salmon-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Mini με Σολομό,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,2,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-unico-mini-pork-ham-dog-dry-gr-spreadsheet,Gheda,Unica Natura Unico Mini με Χοιρινό Προσούτο,dog,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-chat-chat-expert-adult-beef-pea-cat-dry-gr-spreadsheet,Gheda,Chat & Chat Expert Adult με Μοσχάρι & Αρακά,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-le-koccole-adult-cat-elegance-fish-vegetables-cat-dry-gr-spreadsheet,Gheda,Le Koccole Adult Cat Elegance με Ψάρι & Λαχανικά,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-suavis-sterilised-adult-beef-pork-vegetables-cat-dry-gr-spreadsheet,Gheda,Suavis Sterilised Adult με Βοδινό Χοιρινό & Λαχανικα,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-suavis-sterilised-adult-chicken-turkey-vegetables-cat-dry-gr-spreadsheet,Gheda,Suavis Sterilised Adult με Κοτόπουλο Γαλοπούλα & Λαχανικα,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-suavis-sterilised-adult-vegetables-cat-dry-gr-spreadsheet,Gheda,Suavis Sterilised Adult με συκώτι Σολομού & Λαχανικα,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-indoor-cat-chicken-cat-dry-gr-spreadsheet,Gheda,Unica Natura Indoor Cat με Κοτόπουλο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-indoor-cat-lamb-cat-dry-gr-spreadsheet,Gheda,Unica Natura Indoor Cat με Αρνί,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-indoor-cat-salmon-cat-dry-gr-spreadsheet,Gheda,Unica Natura Indoor Cat με Σολομό,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-outdoor-cat-cod-cat-dry-gr-spreadsheet,Gheda,Unica Natura Outdoor Cat με Μπακαλιάρο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-outdoor-cat-duck-cat-dry-gr-spreadsheet,Gheda,Unica Natura Outdoor Cat με Πάπια,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
gheda-unica-natura-outdoor-cat-ham-cat-dry-gr-spreadsheet,Gheda,Unica Natura Outdoor Cat με Προσούτο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-pouch-jelly-tuna-chicken-ham-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat Pouch Φιλετάκια σε Ζελέ με Τόνο Κοτόπουλο & Ζαμπόν,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-pouch-jelly-tuna-chicken-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat Pouch Φιλετάκια σε Ζελέ με Τόνο & Κοτόπουλο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-pouch-jelly-tuna-cod-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat Pouch Φιλετάκια σε Ζελέ με Τόνο & Μπακαλιάρο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-pouch-jelly-tuna-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat Pouch Φιλετάκια σε Ζελέ με Τόνο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-pouch-jelly-chicken-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat Pouch Φιλετάκια σε Ζελέ με Κοτόπουλο & Λαβράκι,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-kitten-tuna-aloe-jelly-cat-wet-gr-spreadsheet,Schesir,Schesir Kitten με Τόνο & Αλόη σε Ζελέ,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-chicken-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Κοτόπουλο & Τσιπούρα σε Ζωμό,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,3,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-chicken-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνο & Κοτόπουλο σε Ζωμό,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-fish-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνο & Ψάρια Ωκεανού σε Ζωμό,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνο & Αθερίνα σε Ζωμό,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,7,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-fruit-adult-cat-chicken-cat-wet-gr-spreadsheet,Schesir,Schesir Fruit Adult Cat με Κοτόπουλο & Ανανά,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-fruit-adult-cat-chicken-apple-cat-wet-gr-spreadsheet,Schesir,Schesir Fruit Adult Cat με Κοτόπουλο & Μήλο,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-fruit-adult-cat-tuna-cat-wet-gr-spreadsheet,Schesir,Schesir Fruit Adult Cat με Τόνο & Ανανά,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,1,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-chicken-jelly-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Κοτόπουλο & Σουρίμι σε Ζελέ,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-jelly-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνος & Άλγη σε Ζελέ,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,2,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-aloe-jelly-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνος & Αλόη σε Ζελέ,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-chicken-jelly-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνος & Κοτόπουλο σε Ζελέ,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-tuna-beef-jelly-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat με Τόνος & Μοσχάρι σε Ζελέ,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,0,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
schesir-schesir-adult-cat-jelly-tuna-cat-wet-gr-spreadsheet,Schesir,Schesir Adult Cat σε Ζελέ με Τόνο & Συναγρίδα,cat,needs_review,ingredient_text|kcal_per_100g_or_kcal_per_kg|protein_percent|fat_percent|fiber_percent|data_source_url_or_official_evidence,C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx,5,Use this as formula discovery/catalog evidence only; attach official URL or label data before Food V2 preview/commit.,"Spreadsheet has e-shop titles, categorization and descriptions, but not complete ingredient/nutrition panels."
