brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean
Royal Canin,Royal Canin Hairball Care Adult Cat με Πουλερικά + Δώρο,Royal Canin Hairball Care Adult Cat με Πουλερικά + Δώρο,cat,dry,adult,,,,cat;dry;hairball;maintenance;rice;corn;wheat,"αφυδατωμένη πρωτεΐνη πουλερικών, απομονωμένη φυτική πρωτεΐνη*, καλαμπόκι, φυτικές ίνες, ρύζι, ζωικά λίπη, υδρολυμένες ζωικές πρωτεΐνες, σιτάρι, καλαμποκάλευρο, γλουτένη καλαμποκιού, πούλπα τεύτλων, ζύμες και μέρη τους, μεταλλικά άλατα, έλαιο σόγιας, ιχθυέλαιο, φρουκτοολιγοσακχαρίτες, ψύλλιο (σπόροι με φλοιό) (0,5%).","[""αφυδατωμένη πρωτεΐνη πουλερικών"",""απομονωμένη φυτική πρωτεΐνη*"",""καλαμπόκι"",""φυτικές ίνες"",""ρύζι"",""ζωικά λίπη"",""υδρολυμένες ζωικές πρωτεΐνες"",""σιτάρι"",""καλαμποκάλευρο"",""γλουτένη καλαμποκιού"",""πούλπα τεύτλων"",""ζύμες και μέρη τους"",""μεταλλικά άλατα"",""έλαιο σόγιας"",""ιχθυέλαιο"",""φρουκτοολιγοσακχαρίτες"",""ψύλλιο (σπόροι με φλοιό) (0,5%)""]",αφυδατωμένη πρωτεΐνη πουλερικών,καλαμποκάλευρο;γλουτένη καλαμποκιού,,φυτικές ίνες,"Θρεπτικές πρόσθετες ύλες: Βιταμίνη A: 25000 IU, Βιταμίνη D3: 1000 IU, E1 (Σίδηρος): 32 mg, E2 (Ιώδιο): 3,2 mg, E4 (Χαλκός): 10 mg, E5 (Μαγγάνιο): 42 mg, E6 (Ψευδάργυρος): 88 mg, E8 (Σελήνιο): 0,05 mg – Συντηρητικά – Αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,34,,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=020532; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,royal-canin-royal-canin-hairball-care-adult-cat-με-πουλερικα-δωρο-cat-dry-gr-spreadsheet,
Gemon,Gemon Adult Cat Urinary με Κοτόπουλο & Ρύζι,Gemon Adult Cat Urinary με Κοτόπουλο & Ρύζι,cat,dry,adult,,,urinary,cat;dry;sterilised;urinary;maintenance;chicken;rice,Κρέας και παράγωγα κρέατος (εκ των οποίων φρέσκο κοτόπουλο κατ’ ελάχ. 8%),"[""Κρέας και παράγωγα κρέατος (εκ των οποίων φρέσκο κοτόπουλο κατ’ ελάχ. 8%)""]",,,,,,,,,34,14,,,,,,,0.09,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017583; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gemon-gemon-adult-cat-urinary-με-κοτοπουλο-ρυζι-cat-dry-gr-spreadsheet,
Gemon,Gemon Light & Sterilised Cat με Γαλοπούλα,Gemon Light & Sterilised Cat με Γαλοπούλα,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;chicken;turkey;salmon;fish;rice;pea;corn,"Γαλοπούλα (νωπό 8%, αφυδατωμένο 30%), αραβόσιτος, γλουτένη καλαμποκιού, ρύζι, υδρολυμένες ζωικές πρωτεΐνες, ζωικά λίπη (κοτόπουλο), αδιάλυτες μπιζελιές, ψάρια (σολομός αφυδατωμένα) (ΜΟδ), FOS 500 mg/kg, yucca schidigera.","[""Γαλοπούλα (νωπό 8%, αφυδατωμένο 30%)"",""αραβόσιτος"",""γλουτένη καλαμποκιού"",""ρύζι"",""υδρολυμένες ζωικές πρωτεΐνες"",""ζωικά λίπη (κοτόπουλο)"",""αδιάλυτες μπιζελιές"",""ψάρια (σολομός αφυδατωμένα) (ΜΟδ)"",""FOS 500 mg/kg"",""yucca schidigera""]",ψάρια (σολομός αφυδατωμένα) (ΜΟδ),γλουτένη καλαμποκιού,,,,,,,32,14,3,7,10,,,,,,0.65,3.6,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=050108; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gemon-gemon-light-sterilised-cat-με-γαλοπουλα-cat-dry-gr-spreadsheet,
Royal Canin,Royal Canin Urinary Care Adult Cat με Πουλερικά,Royal Canin Urinary Care Adult Cat με Πουλερικά,cat,dry,adult,,,urinary,cat;dry;urinary;maintenance;rice;wheat,"πρωτεΐνη πουλερικών (αποξηρά τροφήμένη), αραβόσιτος, προϊόν απομόνωσης φυτικής πρωτεΐνης**, ρύζι, σιτάρι, ζωικό λίπος, λιγνοκυτταρίνη, γλουτένη αραβοσίτου, ζωική πρωτεΐνη (υδρολυμένη), άλευρο αραβοσίτου, μέταλλα, πολτός σακχαρότευτλων, μαγιά, έλαιο σόγιας, ιχθυέλαιο, εκχύλισμα καλέντουλας (πηγή λουτεΐνης). **L.I.P:. Επιλεγμένες, εύπεπτες πρωτεΐνες υψηλής βιολογικής αξίας.","[""πρωτεΐνη πουλερικών (αποξηρά τροφήμένη)"",""αραβόσιτος"",""προϊόν απομόνωσης φυτικής πρωτεΐνης**"",""ρύζι"",""σιτάρι"",""ζωικό λίπος"",""λιγνοκυτταρίνη"",""γλουτένη αραβοσίτου"",""ζωική πρωτεΐνη (υδρολυμένη)"",""άλευρο αραβοσίτου"",""μέταλλα"",""πολτός σακχαρότευτλων"",""μαγιά"",""έλαιο σόγιας"",""ιχθυέλαιο"",""εκχύλισμα καλέντουλας (πηγή λουτεΐνης). **L.I.P:. Επιλεγμένες"",""εύπεπτες πρωτεΐνες υψηλής βιολογικής αξίας""]",πρωτεΐνη πουλερικών (αποξηρά τροφήμένη),,,λιγνοκυτταρίνη;πολτός σακχαρότευτλων,"Θρεπτικές πρόσθετες ύλες: βιταμίνη A (19.500 IE/kg), βιταμίνη D3 (700 IE/kg), σίδηρος (37 mg/kg), ιώδιο (3,7 mg/kg), χαλκός (11 mg/kg), μαγγάνιο (48 mg/kg), ψευδάργυρος (145 mg/kg), σελήνιο (0,06 mg/kg) - συντηρητικά - αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,33,13,,6.6,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017246; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=2,royal-canin-royal-canin-urinary-care-adult-cat-με-πουλερικα-cat-dry-gr-spreadsheet,
Royal Canin,Royal Canin Urinary Care Adult Cat με Πουλερικά + Δώρο,Royal Canin Urinary Care Adult Cat με Πουλερικά + Δώρο,cat,dry,adult,,,urinary,cat;dry;urinary;maintenance;rice;wheat,"πρωτεΐνη πουλερικών (αποξηρά τροφήμένη), αραβόσιτος, προϊόν απομόνωσης φυτικής πρωτεΐνης*, ρύζι, σιτάρι, ζωικό λίπος, λιγνοκυτταρίνη, γλουτένη αραβοσίτου, ζωική πρωτεΐνη (υδρολυμένη), άλευρο αραβοσίτου, μέταλλα, πολτός σακχαρότευτλων, μαγιά, έλαιο σόγιας, ιχθυέλαιο, εκχύλισμα καλέντουλας (πηγή λουτεΐνης). *L.I.P:. Επιλεγμένες, εύπεπτες πρωτεΐνες υψηλής βιολογικής αξίας.","[""πρωτεΐνη πουλερικών (αποξηρά τροφήμένη)"",""αραβόσιτος"",""προϊόν απομόνωσης φυτικής πρωτεΐνης*"",""ρύζι"",""σιτάρι"",""ζωικό λίπος"",""λιγνοκυτταρίνη"",""γλουτένη αραβοσίτου"",""ζωική πρωτεΐνη (υδρολυμένη)"",""άλευρο αραβοσίτου"",""μέταλλα"",""πολτός σακχαρότευτλων"",""μαγιά"",""έλαιο σόγιας"",""ιχθυέλαιο"",""εκχύλισμα καλέντουλας (πηγή λουτεΐνης). *L.I.P:. Επιλεγμένες"",""εύπεπτες πρωτεΐνες υψηλής βιολογικής αξίας""]",πρωτεΐνη πουλερικών (αποξηρά τροφήμένη),,,λιγνοκυτταρίνη;πολτός σακχαρότευτλων,"Θρεπτικές πρόσθετες ύλες: βιταμίνη A (19.500 IE/kg), βιταμίνη D3 (700 IE/kg), σίδηρος (37 mg/kg), ιώδιο (3,7 mg/kg), χαλκός (11 mg/kg), μαγγάνιο (48 mg/kg), ψευδάργυρος (145 mg/kg), σελήνιο (0,06 mg/kg) - συντηρητικά - αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,33,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=020530; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,royal-canin-royal-canin-urinary-care-adult-cat-με-πουλερικα-δωρο-cat-dry-gr-spreadsheet,
Gemon,Gemon Adult Cat με Τόνο & Σολομό,Gemon Adult Cat με Τόνο & Σολομό,cat,dry,adult,,,,cat;dry;maintenance;salmon;tuna;fish;rice,"Δημητριακά, ψάρια και υποπροϊόντα ψαριών (από τα οποία το νωπό τόνο τουλάχιστον 8%, το νωπό σολομό τουλάχιστον 8%), τα έλαια και τα λίπη (λάδι σολομού 2%), το κρέας και τα παραπροϊόντα κρέατος, τα λαχανικά, τα μέταλλα, ολιγοσακχαρίτες MOS 500 mg / kg), FOS (Φρουκτοολιγοσακχαρίτες) 500 mg / kg, Yucca Schidigera 1.000 mg / kg.","[""Δημητριακά"",""ψάρια και υποπροϊόντα ψαριών (από τα οποία το νωπό τόνο τουλάχιστον 8%, το νωπό σολομό τουλάχιστον 8%)"",""τα έλαια και τα λίπη (λάδι σολομού 2%)"",""το κρέας και τα παραπροϊόντα κρέατος"",""τα λαχανικά"",""τα μέταλλα"",""ολιγοσακχαρίτες MOS 500 mg / kg)"",""FOS (Φρουκτοολιγοσακχαρίτες) 500 mg / kg"",""Yucca Schidigera 1.000 mg / kg""]","ψάρια και υποπροϊόντα ψαριών (από τα οποία το νωπό τόνο τουλάχιστον 8%, το νωπό σολομό τουλάχιστον 8%);τα έλαια και τα λίπη (λάδι σολομού 2%)",,τα έλαια και τα λίπη (λάδι σολομού 2%),,"Βιταμίνη Α (ως οξεικός ρετινυλεστέρας) 22.000 Ι.Υ., η βιταμίνη D3 (ως χοληκαλσιφερόλη) 1.600 Ι.Υ., η βιταμίνη Ε (οξεικός τοκοφερυλεστέρας ολικού ρακ-άλφα) 120 mg, Ταυρίνη 1.343 mg / kg χλωριούχο χολίνη 2.200 mglkg. Μονοένυδρο θειικό μαγγάνιο 60 mg (Μαγγάνιο 20 mg), Οξείδιο ψευδαργύρου 125 mg (Ψευδάργυρος 90 mg), Πενταϋδρικό θειικό χαλκό 30 mg (Χαλκός 7,8 mg / kg), Μονοϋδρικό θειικό σίδηρο 215 mg (Σίδηρος 65 mg), Σεληνίτης νατρίου 0, 30 mg (Σελήνιο 0,12 mg) Άνυδρο ιωδιούχο ασβέστιο 1,60 mg (Ιώδιο 1 mg). Η High Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους,",,,,32,13,2.5,8.5,,2.5,1.5,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017577; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gemon-gemon-adult-cat-με-τονο-σολομο-cat-dry-gr-spreadsheet,
Gemon,Gemon Adult Cat με Κοτόπουλο & Γαλοπούλα,Gemon Adult Cat με Κοτόπουλο & Γαλοπούλα,cat,dry,adult,,,,cat;dry;maintenance;chicken;turkey;salmon;fish;rice,"Δημητριακά, κρέατα και υποπροϊόντα κρέατος (από τα οποία το νωπό κοτόπουλο τουλάχιστον 8%, η ελάχιστη ελάχιστη γαλοπούλα 8%), τα έλαια και τα λίπη (λάδι σολομού 0,5%), λαχανικά, ψάρια και παραπροϊόντα ιχθύων, (ολιγοσακχαρίτες μαννάνης MOS 500 mg / kg), FOS (Φρουκτοολιγοσακχαρίτες) 500 mg / kg, Yucca Schidigera 1.000 mg / kg.","[""Δημητριακά"",""κρέατα και υποπροϊόντα κρέατος (από τα οποία το νωπό κοτόπουλο τουλάχιστον 8%, η ελάχιστη ελάχιστη γαλοπούλα 8%)"",""τα έλαια και τα λίπη (λάδι σολομού 0,5%)"",""λαχανικά"",""ψάρια και παραπροϊόντα ιχθύων"",""(ολιγοσακχαρίτες μαννάνης MOS 500 mg / kg)"",""FOS (Φρουκτοολιγοσακχαρίτες) 500 mg / kg"",""Yucca Schidigera 1.000 mg / kg""]","τα έλαια και τα λίπη (λάδι σολομού 0,5%)",,"τα έλαια και τα λίπη (λάδι σολομού 0,5%)",,"Βιταμίνη Α (ως οξεικός ρετινυλεστέρας) 22.000 Ι.Υ., η βιταμίνη D3 (ως χοληκαλσιφερόλη) 1.600 Ι.Υ., η βιταμίνη Ε (οξεικός τοκοφερυλεστέρας ολικού ρακ-άλφα) 120 mg, Ταυρίνη 1.343 mg / kg χλωριούχο χολίνη 2.200 mglkg. Μονοένυδρο θειικό μαγγάνιο 60 mg (Μαγγάνιο 20 mg), Οξείδιο ψευδαργύρου 125 mg (Ψευδάργυρος 90 mg), Πενταϋδρικό θειικό χαλκό 30 mg (Χαλκός 7,8 mg / kg), Μονοϋδρικό θειικό σίδηρο 215 mg (Σίδηρος 65 mg), Σεληνίτης νατρίου 0, 30 mg (Σελήνιο 0,12 mg) Άνυδρο ιωδιούχο ασβέστιο 1,60 mg (Ιώδιο 1 mg). Η High Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,32,13,2.5,8.5,,2.5,1.5,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017576; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gemon-gemon-adult-cat-με-κοτοπουλο-γαλοπουλα-cat-dry-gr-spreadsheet,
Whiskas,Whiskas Adult Cat με Κοτόπουλο,Whiskas Adult Cat με Κοτόπουλο,cat,dry,adult,,,,cat;dry;maintenance;chicken,"πρωτεΐνη 32,0%, ακατέργαστα λίπη 11,5%, ακατέργαστες ίνες 2,0%, ακατέργαστη τέφρα 8,0%, ασβέστιο 1,4%, φωσφόρος 1,1%, ωμέγα 6 λιπαρά 2,0% θερμίδες μεταβολίζονται 375,0 kcal","[""πρωτεΐνη 32,0%"",""ακατέργαστα λίπη 11,5%"",""ακατέργαστες ίνες 2,0%"",""ακατέργαστη τέφρα 8,0%"",""ασβέστιο 1,4%"",""φωσφόρος 1,1%"",""ωμέγα 6 λιπαρά 2,0% θερμίδες μεταβολίζονται 375,0 kcal""]",,,"ωμέγα 6 λιπαρά 2,0% θερμίδες μεταβολίζονται 375,0 kcal","ακατέργαστες ίνες 2,0%","Βιταμίνη A (4.090 IE/kg), βιταμίνη D3 (450 IE/kg), βιταμίνη E (95 mg/kg), πενταένυδρος θειικός χαλκός (9.6 mg/kg), μονοϋδρικό θειικό μαγγάνιο-II (51.6 mg/kg),ιωδιούχο κάλιο (0.79 mg/kg), σεληνιακό νάτριο (0,38 mg/kg), μονοϋδρικός θειικός ψευδάργυρος (138 mg/kg). Η Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,32,2,2,8,,1.4,1.1,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017729; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,whiskas-whiskas-adult-cat-με-κοτοπουλο-cat-dry-gr-spreadsheet,
Whiskas,Whiskas Adult Cat με Μοσχάρι,Whiskas Adult Cat με Μοσχάρι,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;beef,"Δημητριακά, κρέας και ζωικά υποπροϊόντα (κατά μέσο όρο 4% βόειο κρέας σε κόκκινα κομμάτια), έλαια και λίπη, εκχυλίσματα φυτικών πρωτεϊνών, φυτικά υποπροϊόντα, μέταλλα, λαχανικά (4% καρότα σε πορτοκαλί κομμάτια, 4% μπιζέλια σε πράσινα κομμάτια).","[""Δημητριακά"",""κρέας και ζωικά υποπροϊόντα (κατά μέσο όρο 4% βόειο κρέας σε κόκκινα κομμάτια)"",""έλαια και λίπη"",""εκχυλίσματα φυτικών πρωτεϊνών"",""φυτικά υποπροϊόντα"",""μέταλλα"",""λαχανικά (4% καρότα σε πορτοκαλί κομμάτια, 4% μπιζέλια σε πράσινα κομμάτια)""]",,,,"κρέας και ζωικά υποπροϊόντα (κατά μέσο όρο 4% βόειο κρέας σε κόκκινα κομμάτια);λαχανικά (4% καρότα σε πορτοκαλί κομμάτια, 4% μπιζέλια σε πράσινα κομμάτια)","Βιταμίνη Α (4.090 IU / kg), βιταμίνη D3 (450 IU / kg), βιταμίνη Ε (95 mg / kg), πενταένυδρο θειικό χαλκό (9,6 mg / kg), μονοένυδρο θειικό μαγγάνιο (II) (51,36) mg / kg) ιωδιούχο κάλιο (0,79 mg / kg), σελήνιο νατρίου (0,38 mg / kg), ταυρίνη (1,920 mg / kg), μονοένυδρο θειικό ψευδάργυρο (138 mg / kg). Η Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,32,2,2,8,,1.4,1.1,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017728; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,whiskas-whiskas-adult-cat-με-μοσχαρι-cat-dry-gr-spreadsheet,
Whiskas,Whiskas Junior Cat με Τόνο & γεμιστές κροκέτες με γάλα,Whiskas Junior Cat με Τόνο & γεμιστές κροκέτες με γάλα,cat,dry,kitten,,,,cat;dry;kitten;tuna;fish;pea,"δημητριακά, κρέας και ζωικά παράγωγα, έλαια και λίπη, εκχυλίσματα φυτικών πρωτεϊνών, παράγωγα φυτικής προέλευσης, μεταλλικά στοιχεία, ψάρι και παράγωγα ψαριού (τόνος 4% στις ανοιχτόχρωμες καφέ κροκέτες), λαχανικά (καρότα 4% στις πορτοκαλί κροκέτες, αρακάς 4% στις πράσινες κροκέτες).","[""δημητριακά"",""κρέας και ζωικά παράγωγα"",""έλαια και λίπη"",""εκχυλίσματα φυτικών πρωτεϊνών"",""παράγωγα φυτικής προέλευσης"",""μεταλλικά στοιχεία"",""ψάρι και παράγωγα ψαριού (τόνος 4% στις ανοιχτόχρωμες καφέ κροκέτες)"",""λαχανικά (καρότα 4% στις πορτοκαλί κροκέτες, αρακάς 4% στις πράσινες κροκέτες)""]",ψάρι και παράγωγα ψαριού (τόνος 4% στις ανοιχτόχρωμες καφέ κροκέτες),,,"λαχανικά (καρότα 4% στις πορτοκαλί κροκέτες, αρακάς 4% στις πράσινες κροκέτες)","Αντιοξειδωτικά, Χρωστικές / Διατροφικές πρόσθετες ύλες: Βιταμίνη A: 4090 IU, Βιταμίνη D3: 450 IU, Βιταμίνη E: 100 mg, Θειϊκός χαλκός πενταένυδρος: 7 mg, Θειϊκό μαγγάνιο μονοένυδρο: 41.3 mg, Ιωδιούχο κάλιο: 0.58 mg, Σεληνιώδες νάτριο: 0.16 mg, Θειϊκός ψευδάργυρος μονοένυδρος: 110 mg, ταυρίνη: 1300 mg/kg. Η Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,32,11.5,2,8,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017750; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,whiskas-whiskas-junior-cat-με-τονο-γεμιστες-κροκετες-με-γαλα-cat-dry-gr-spreadsheet,
Whiskas,Whiskas Adult Cat με Τόνο,Whiskas Adult Cat με Τόνο,cat,dry,adult,,,,cat;dry;maintenance;tuna;fish;pea,"δημητριακά, κρέας και ζωικά παράγωγα, έλαια και λίπη, εκχυλίσματα φυτικών πρωτεϊνών, παράγωγα φυτικής προέλευσης, μεταλλικά στοιχεία, ψάρι και παράγωγα ψαριού (τόνος 4% στις ανοιχτόχρωμες καφέ κροκέτες), λαχανικά (καρότα 4% στις πορτοκαλί κροκέτες, αρακάς 4% στις πράσινες κροκέτες).","[""δημητριακά"",""κρέας και ζωικά παράγωγα"",""έλαια και λίπη"",""εκχυλίσματα φυτικών πρωτεϊνών"",""παράγωγα φυτικής προέλευσης"",""μεταλλικά στοιχεία"",""ψάρι και παράγωγα ψαριού (τόνος 4% στις ανοιχτόχρωμες καφέ κροκέτες)"",""λαχανικά (καρότα 4% στις πορτοκαλί κροκέτες, αρακάς 4% στις πράσινες κροκέτες)""]",ψάρι και παράγωγα ψαριού (τόνος 4% στις ανοιχτόχρωμες καφέ κροκέτες),,,"λαχανικά (καρότα 4% στις πορτοκαλί κροκέτες, αρακάς 4% στις πράσινες κροκέτες)","Αντιοξειδωτικά, Χρωστικές / Διατροφικές πρόσθετες ύλες: Βιταμίνη A: 4090 IU, Βιταμίνη D3: 450 IU, Βιταμίνη E: 100 mg, Θειϊκός χαλκός πενταένυδρος: 7 mg, Θειϊκό μαγγάνιο μονοένυδρο: 41.3 mg, Ιωδιούχο κάλιο: 0.58 mg, Σεληνιώδες νάτριο: 0.16 mg, Θειϊκός ψευδάργυρος μονοένυδρος: 110 mg, ταυρίνη: 1300 mg/kg. Η Premium ξηρά τροφή συντήρησης, για ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,32,11.5,2,8,,,,,,,,2.3,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=017745; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,whiskas-whiskas-adult-cat-με-τονο-cat-dry-gr-spreadsheet,
