brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean
Schesir,Schesir Adult Large Maintenance με Αρνί,Schesir Adult Large Maintenance με Αρνί,dog,dry,adult,large,,,dog;dry;maintenance;salmon;rice,,,salmon,rice,,,,,380,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017518; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-adult-large-maintenance-lamb-dog-dry-gr-spreadsheet,
Schesir,Schesir Puppy Large με Κοτόπουλο,Schesir Puppy Large με Κοτόπουλο,dog,dry,puppy,large,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,395,3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017533; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-puppy-large-chicken-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Medium με Κοτόπουλο,Schesir Adult Medium με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,378,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017432; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-adult-medium-chicken-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Medium με Ψάρι,Schesir Adult Medium με Ψάρι,dog,dry,adult,all,,,dog;dry;maintenance;tuna;rice,,,tuna,rice,,,,,353,3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017434; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-adult-medium-fish-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Medium με Χοιρινό Προσούτο,Schesir Adult Medium με Χοιρινό Προσούτο,dog,dry,adult,all,,,dog;dry;maintenance;pork;rice,,,pork,rice,,,,,383,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017433; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-adult-medium-pork-ham-dog-dry-gr-spreadsheet,
Schesir,Schesir Mature Medium με Κοτόπουλο,Schesir Mature Medium με Κοτόπουλο,dog,dry,adult,all,,allergy,dog;dry;single_protein;chicken;rice,,,chicken,rice,,,,,383,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017435; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-mature-medium-chicken-dog-dry-gr-spreadsheet,
Schesir,Schesir Puppy Medium με Κοτόπουλο,Schesir Puppy Medium με Κοτόπουλο,dog,dry,puppy,all,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,404,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017431; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,schesir-schesir-puppy-medium-chicken-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Small με Κοτόπουλο & Ρύζι,Schesir Adult Small με Κοτόπουλο & Ρύζι,dog,dry,adult,small,,,dog;dry;maintenance;chicken;rice,,,chicken,rice,,,,,382,3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017422; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-adult-small-chicken-rice-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Small με Ψάρι & Ρύζι,Schesir Adult Small με Ψάρι & Ρύζι,dog,dry,adult,small,,,dog;dry;maintenance;tuna;rice,,,tuna,rice,,,,,376,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017425; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-adult-small-fish-rice-dog-dry-gr-spreadsheet,
Schesir,Schesir Adult Small με Χοιρινό Προσούτο,Schesir Adult Small με Χοιρινό Προσούτο,dog,dry,adult,small,,,dog;dry;maintenance;pork;rice,,,pork,rice,,,,,376,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017423; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-adult-small-pork-ham-dog-dry-gr-spreadsheet,
Schesir,Schesir Puppy Small με Κοτόπουλο & Ρύζι,Schesir Puppy Small με Κοτόπουλο & Ρύζι,dog,dry,puppy,small,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,387,3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=017421; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,schesir-schesir-puppy-small-chicken-rice-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult All Breeds Longevity με Σολομό,Gheda Unica Classe Adult All Breeds Longevity με Σολομό,dog,dry,adult,all,,,dog;dry;salmon,,,salmon,,,,,,0.4,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016074; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-classe-adult-all-breeds-longevity-salmon-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Large Equilibrium με Αρνί,Gheda Unica Classe Adult Large Equilibrium με Αρνί,dog,dry,adult,large,,,dog;dry;maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016069; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-classe-adult-large-equilibrium-lamb-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Large Regular με Κοτόπουλο,Gheda Unica Classe Adult Large Regular με Κοτόπουλο,dog,dry,adult,large,,,dog;dry;maintenance;chicken,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016068; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-classe-adult-large-regular-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Large Sensitive με Τόνο,Gheda Unica Classe Adult Large Sensitive με Τόνο,dog,dry,adult,large,,,dog;dry;maintenance;tuna,,,tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016070; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-classe-adult-large-sensitive-tuna-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Medium Equilibrium με Αρνί,Gheda Unica Classe Adult Medium Equilibrium με Αρνί,dog,dry,adult,all,,,dog;dry;maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016065; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-classe-adult-medium-equilibrium-lamb-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Medium Regular με Κοτόπουλο,Gheda Unica Classe Adult Medium Regular με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;maintenance;chicken,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016063; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-classe-adult-medium-regular-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Medium Sensitive με Τόνο,Gheda Unica Classe Adult Medium Sensitive με Τόνο,dog,dry,adult,all,,,dog;dry;maintenance;tuna,,,tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016067; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-classe-adult-medium-sensitive-tuna-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Mini Equilibrium με Αρνί,Gheda Unica Classe Adult Mini Equilibrium με Αρνί,dog,dry,adult,small,,,dog;dry;maintenance;tuna,,,tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016059; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-classe-adult-mini-equilibrium-lamb-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Mini Sensitive με Τόνο,Gheda Unica Classe Adult Mini Sensitive με Τόνο,dog,dry,adult,small,,,dog;dry;maintenance;tuna,,,tuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016060; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-classe-adult-mini-sensitive-tuna-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Adult Mini Tonic με Σολομό,Gheda Unica Classe Adult Mini Tonic με Σολομό,dog,dry,adult,small,,,dog;dry;maintenance;salmon,,,salmon,,,,,,98,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016061; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-classe-adult-mini-tonic-salmon-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Puppy All Breeds με Κοτόπουλο,Gheda Unica Classe Puppy All Breeds με Κοτόπουλο,dog,dry,puppy,all,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016072; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-classe-puppy-all-breeds-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Classe Puppy Mini με Κοτόπουλο,Gheda Unica Classe Puppy Mini με Κοτόπουλο,dog,dry,puppy,small,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016055; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-classe-puppy-mini-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Classe Adult Maintenance με Κοτόπουλο,Gheda Unica Alleva Classe Adult Maintenance με Κοτόπουλο,dog,dry,adult,all,,,dog;dry;maintenance;chicken;salmon;pork;rice,,,chicken;salmon;pork,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020050; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-alleva-classe-adult-maintenance-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Classe Puppy με Κοτόπουλο,Gheda Unica Alleva Classe Puppy με Κοτόπουλο,dog,dry,puppy,all,,,dog;dry;puppy;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020049; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-alleva-classe-puppy-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Natura Adult με Αρνί,Gheda Unica Alleva Natura Adult με Αρνί,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020052; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-alleva-natura-adult-lamb-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Natura Adult Monoprotein με Κοτόπουλο,Gheda Unica Alleva Natura Adult Monoprotein με Κοτόπουλο,dog,dry,adult,all,,allergy,dog;dry;single_protein;gluten_free;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=018581; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-alleva-natura-adult-monoprotein-chicken-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Natura Adult Monoprotein με Χήνα,Gheda Unica Alleva Natura Adult Monoprotein με Χήνα,dog,dry,adult,all,,allergy,dog;dry;single_protein;gluten_free;maintenance;rice;pea,,,,rice;pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020068; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-alleva-natura-adult-monoprotein-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Natura Adult Monoprotein με Χοιρινό,Gheda Unica Alleva Natura Adult Monoprotein με Χοιρινό,dog,dry,adult,all,,allergy,dog;dry;single_protein;gluten_free;maintenance;pork;rice,,,pork,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020062; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-alleva-natura-adult-monoprotein-pork-dog-dry-gr-spreadsheet,
Gheda,Unica Alleva Natura Adult με Σολομό,Gheda Unica Alleva Natura Adult με Σολομό,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;salmon;rice;pea,,,chicken;salmon,rice;pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=020454; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-alleva-natura-adult-salmon-dog-dry-gr-spreadsheet,
Gheda,Unica Natura Unico Maxi με Πάπια,Gheda Unica Natura Unico Maxi με Πάπια,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;duck;rice,,,chicken;duck,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016018; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-natura-unico-maxi-duck-dog-dry-gr-spreadsheet,
Gheda,Unica Natura Unico Maxi με Αρνί,Gheda Unica Natura Unico Maxi με Αρνί,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016046; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-natura-unico-maxi-lamb-dog-dry-gr-spreadsheet,
Gheda,Unica Natura Unico Maxi με Χοιρινό Προσούτο,Gheda Unica Natura Unico Maxi με Χοιρινό Προσούτο,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;pork;rice,,,chicken;pork,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016020; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-natura-unico-maxi-pork-ham-dog-dry-gr-spreadsheet,
Gheda,Unica Natura Unico Maxi με Σολομό,Gheda Unica Natura Unico Maxi με Σολομό,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;salmon;rice;pea,,,chicken;salmon,rice;pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016022; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,gheda-unica-natura-unico-maxi-salmon-dog-dry-gr-spreadsheet,
Gheda,Unica Natura Unico Maxi με Ελάφι,Gheda Unica Natura Unico Maxi με Ελάφι,dog,dry,adult,all,,,dog;dry;gluten_free;maintenance;chicken;rice,,,chicken,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Gheda-Schesir Σκύλου (Eshop).xlsx; source_sheet=ΣΚΥΛΟΣ; source_code=016025; formula_level_dedupe=true; official_url_required=true; ingredient_nutrition_backfill_required=true; Auto-extracted from Gheda-Schesir spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,gheda-unica-natura-unico-maxi-dog-dry-gr-spreadsheet,
